"ID","ItemType","Model"
"furn_de_pathspear_04_uni3","Static","f\Furn_pathspear_04.NIF"
"furn_de_pathspear_04_uni4","Static","f\Furn_pathspear_04.NIF"
"Furn_de_practice_mat","Static","f\Furn_de_practice_mat.NIF"
"furn_de_r_bench_01","Static","f\Furn_De_Bench_01.NIF"
"furn_de_r_bench_02","Static","f\Furn_De_Bench_02.NIF"
"Furn_De_R_Bookshelf_02","Static","f\Furn_De_Bookshelf_02.NIF"
"furn_de_r_chair_03","Static","f\Furn_De_Chair_03.NIF"
"furn_de_r_shelf_01","Static","f\Furn_De_Shelf_01.NIF"
"furn_de_r_table_03","Static","f\Furn_De_Table_03.NIF"
"furn_de_r_table_07","Static","f\Furn_De_Table_07.NIF"
"furn_de_r_table_08","Static","f\Furn_De_Table_08.NIF"
"Furn_De_r_Table_09","Static","f\Furn_De_Table_09.NIF"
"furn_de_r_wallscreen_01","Static","f\Furn_wallscreen_01.NIF"
"furn_de_r_wallscreen_02","Static","f\Furn_wallscreen_02.NIF"
"Furn_De_r_Winerack","Static","f\Furn_De_Winerack_01.NIF"
"Furn_De_Railing_04","Static","x\Ex_De_Railing_04.NIF"
"Furn_De_Railing_05","Static","x\Ex_De_Railing_05.NIF"
"Furn_De_Railing_06","Static","x\Ex_De_Railing_06.NIF"
"Furn_De_rm_Winerack","Static","f\Furn_De_Winerack.NIF"
"furn_de_rope1_01","Static","f\Furn_rope1_01.NIF"
"furn_de_rope2_01","Static","f\Furn_rope2_01.NIF"
"furn_de_rope_03","Static","f\Furn_De_Rope_03.NIF"
"furn_de_rope_04","Static","f\Furn_De_Rope_04.NIF"
"furn_de_rope_05","Static","f\Furn_De_Rope_05.NIF"
"Furn_De_Rope_06","Static","f\Furn_De_Rope_06.NIF"
"Furn_De_Rope_06_UNIQUE","Static","f\Furn_De_Rope_06.NIF"
"Furn_De_Rope_07","Static","f\Furn_De_Rope_07.NIF"
"furn_de_roped_pole_01","Static","f\Furn_roped_pole_01.NIF"
"furn_de_rug_01","Static","f\Furn_rug_01.NIF"
"furn_de_rug_02","Static","f\Furn_rug_02.NIF"
"Furn_de_rug_big_01","Static","f\Furn_rug_big_01.nif"
"Furn_de_rug_big_02","Static","f\Furn_rug_big_02.nif"
"Furn_de_rug_big_03","Static","f\Furn_rug_big_03.nif"
"furn_de_rug_big_04","Static","f\Furn_rug_big_04.NIF"
"Furn_de_rug_big_04_Collision","Static","f\Furn_rug_big_04_Collision.NIF"
"furn_de_rug_big_05","Static","f\Furn_rug_big_05.NIF"
"furn_de_rug_big_06","Static","f\Furn_rug_big_06.NIF"
"furn_de_rug_big_07","Static","f\Furn_rug_big_07.NIF"
"Furn_de_rug_big_08","Static","f\Furn_rug_big_08.NIF"
"Furn_de_rug_big_09","Static","f\Furn_rug_big_09.NIF"
"furn_de_screen_guar_01","Static","f\Furn_screen_guar_01.NIF"
"furn_de_shack_basket_01","Static","f\Furn_De_Shack_Basket_01.NIF"
"furn_de_shack_basket_02","Static","f\Furn_De_Shack_Basket_02.NIF"
"furn_de_shack_hook","Static","f\Furn_De_Shack_Hook.NIF"
"furn_de_shack_post","Static","f\Furn_De_Shack_Post.NIF"
"furn_de_shrine_llothis_01","Static","f\Furn_shrine_llothis_01.NIF"
"furn_de_shrine_relms_01","Static","f\Furn_shrine_relms_01.NIF"
"furn_de_shrine_rilms_01","Static","f\Furn_shrine_rilms_01.NIF"
"furn_de_shrine_vivec_01","Static","f\Furn_shrine_llothis_01.NIF"
"furn_de_signpost_01","Static","f\Furn_DE_signpost_01.nif"
"furn_de_signpost_02","Static","f\Furn_DE_signpost_02.nif"
"furn_de_signpost_03","Static","f\Furn_DE_signpost_03.nif"
"furn_de_signpost_04","Static","f\Furn_DE_signpost_04.nif"
"furn_de_table10","Static","f\furn_table10.nif"
"furn_de_tapestry_01","Static","f\Furn_De_Tapestry_01.NIF"
"furn_de_tapestry_02","Static","f\Furn_De_Tapestry_02.NIF"
"furn_de_tapestry_03","Static","f\Furn_De_Tapestry_03.NIF"
"furn_de_tapestry_04","Static","f\Furn_De_Tapestry_04.NIF"
"furn_de_tapestry_05","Static","f\Furn_De_Tapestry_05.NIF"
"furn_de_tapestry_06","Static","f\Furn_De_Tapestry_06.NIF"
"furn_de_tapestry_07","Static","f\Furn_De_Tapestry_07.NIF"
"furn_de_tapestry_08","Static","f\Furn_De_Tapestry_08.NIF"
"furn_de_tapestry_09","Static","f\Furn_De_Tapestry_09.NIF"
"furn_de_tapestry_10","Static","f\Furn_De_Tapestry_10.NIF"
"furn_de_tapestry_11","Static","f\Furn_De_Tapestry_11.NIF"
"furn_de_tapestry_12","Static","f\Furn_De_Tapestry_12.NIF"
"furn_de_tapestry_13","Static","f\Furn_De_Tapestry_13.NIF"
"Furn_De_Tapestry_M_01","Static","f\Furn_De_Tapestry_M_01.NIF"
"furn_de_tray_01","Static","f\Furn_tray_01.NIF"
"furn_dwrv_bed00","Static","f\furn_dwrv_bed00.nif"
"furn_dwrv_bench00","Static","f\furn_dwrv_bench00.nif"
"furn_dwrv_bench10","Static","f\furn_dwrv_bench10.nif"
"furn_dwrv_bookshelf00","Static","f\furn_dwrv_bookshelf00.nif"
"furn_dwrv_bucket00","Static","f\furn_dwrv_bucket00.nif"
"furn_dwrv_cabinet00","Static","f\furn_dwrv_cabinet00.nif"
"furn_dwrv_chair00","Static","f\furn_dwrv_chair00.nif"
"furn_dwrv_fitting00","Static","f\furn_dwrv_fitting00.nif"
"furn_dwrv_fitting10","Static","f\furn_dwrv_fitting10.nif"
"furn_dwrv_fitting20","Static","f\furn_dwrv_fitting20.nif"
"furn_dwrv_fitting30","Static","f\furn_dwrv_fitting30.nif"
"furn_dwrv_fitting50","Static","f\furn_dwrv_fitting50.nif"
"furn_dwrv_stool00","Static","f\furn_dwrv_stool00.nif"
"furn_dwrv_stool10","Static","f\furn_dwrv_stool10.nif"
"furn_dwrv_stove00","Static","f\furn_dwrv_stove00.nif"
"furn_dwrv_stove10","Static","f\furn_dwrv_stove10.nif"
"furn_dwrv_table00","Static","f\furn_dwrv_table00.nif"
"furn_dwrv_table10","Static","f\furn_dwrv_table10.nif"
"furn_dwrv_table20","Static","f\furn_dwrv_table20.nif"
"furn_dwrv_tranny01","Static","f\furn_dwrv_tranny01.nif"
"furn_dwrv_well00","Static","f\furn_dwrv_well00.nif"
"furn_ex_ashl_guarskin","Static","f\Furn_Ex_Ashl_Guarskin.NIF"
"furn_firepit00","Static","f\furn_firepit00.nif"
"furn_fireplace10","Static","f\furn_fireplace10.nif"
"furn_guarcart00","Static","f\furn_guarcart00.nif"
"furn_hook_01","Static","f\Furn_hook_01.NIF"
"furn_imp_altar_01","Static","f\Furn_imp_altar_01.nif"
"furn_imp_flag_01_indoor","Static","f\Furn_imp_flag_01.NIF"
"furn_imp_flagpole_01","Static","x\Furn_flagpole_01.NIF"
"furn_imp_metalring","Static","f\Furn_imp_metalring.NIF"
"furn_imp_rubble_ring","Static","f\Furn_imp_rubble_ring.NIF"
"furn_imp_sconce_01","Static","f\Furn_sconce_01.NIF"
"furn_imp_signbase_01","Static","x\Furn_signbase_01.NIF"
"furn_imp_signbase_02","Static","f\Furn_signbase_02.NIF"
"furn_imp_stoneblock_01","Static","f\Furn_imp_stoneblock_01.NIF"
"furn_log_01","Static","f\Furn_log_01.NIF"
"furn_log_02","Static","f\Furn_log_02.NIF"
"furn_log_03","Static","f\Furn_log_03.NIF"
"furn_log_04","Static","f\Furn_log_04.NIF"
"furn_mist256","Static","f\furn_mist256.NIF"
"furn_mist512","Static","f\furn_mist512.NIF"
"Furn_museum_display_01","Static","f\Furn_museum_display_01.nif"
"Furn_museum_display_02","Static","f\Furn_museum_display_02.nif"
"Furn_pedestal","Static","f\Furn_pedastal.NIF"
"furn_planter_01","Static","f\furn_planter_01.nif"
"furn_planter_02","Static","f\furn_planter_02.nif"
"furn_planter_03","Static","f\furn_planter_03.nif"
"furn_planter_04","Static","f\furn_planter_04.nif"
"Furn_Planter_MH_01","Static","f\Furn_Planter_MH_01.nif"
"Furn_Planter_MH_02","Static","f\Furn_Planter_MH_02.nif"
"Furn_Planter_MH_03","Static","f\Furn_Planter_MH_03.nif"
"Furn_Planter_MH_04","Static","f\Furn_Planter_MH_04.nif"
"Furn_Planter_MH_05","Static","f\Furn_Planter_MH_05.nif"
"furn_pottedplant","Static","f\furn_pottedplant.nif"
"Furn_Practice_Dummy","Static","f\Furn_Practice_Dummy.NIF"
"furn_rail_broke00","Static","f\furn_rail_broke00.NIF"
"furn_rail_cart00","Static","f\furn_cart00.nif"
"furn_rail_elbow00","Static","f\furn_rail_elbow_00.NIF"
"furn_rail_end00","Static","f\furn_rail_end00.NIF"
"furn_rail_slope00","Static","f\furn_rail_slope_00.NIF"
"furn_rail_straight00","Static","f\furn_rail_straight_00.NIF"
"furn_redoran_hearth_01","Static","f\Furn_redoran_hearth_01.NIF"
"furn_redoran_hearth_02","Static","f\Furn_redoran_hearth_02.NIF"
"furn_redoran_shelf1_01","Static","f\Furn_redoran_shelf1_01.NIF"
"furn_redoran_shelf2_01","Static","f\Furn_redoran_shelf2_01.NIF"
"furn_redoran_shelf_03","Static","f\Furn_redoran_shelf_03.NIF"
"furn_rope_hook","Static","f\furn_rope_hook.NIF"
"furn_rope_hooks","Static","f\furn_rope_hooks.NIF"
"Furn_rug_bearskin","Static","f\Furn_bearskin_rug.NIF"
"furn_rug_redwolf","Static","f\furn_redwolf_rug.NIF"
"furn_rug_whitewolf","Static","f\furn_whitewolf_rug.NIF"
"Furn_S_forge","Static","x\ex_S_forge.NIF"
"Furn_S_tapestry","Static","f\Furn_S_tapestry.NIF"
"Furn_S_tapestry02","Static","f\Furn_S_tapestry02.NIF"
"Furn_S_tapestry03","Static","f\Furn_S_tapestry03.NIF"
"furn_scrapwood01","Static","x\ex_scrapwood01.NIF"
"furn_scrapwood02","Static","x\ex_scrapwood02.NIF"
"furn_shrine_aralor_01","Static","f\Furn_shrine_aralor_01.NIF"
"furn_shrine_delyn_01","Static","f\Furn_shrine_delyn_01.NIF"
"furn_shrine_felms_01","Static","f\Furn_shrine_felms_01.NIF"
"furn_shrine_llothis_01","Static","f\Furn_shrine_llothis_01.nif"
"furn_shrine_meris_01","Static","f\Furn_shrine_meris_01.NIF"
"furn_shrine_nerevar_01","Static","f\Furn_shrine_nerevar_01.NIF"
"furn_shrine_olms_01","Static","f\Furn_shrine_olms_01.NIF"
"furn_shrine_rilms_01","Static","f\Furn_shrine_rilms_01.NIF"
"furn_shrine_roris_01","Static","f\Furn_shrine_roris_01.NIF"
"furn_shrine_seryn_01","Static","f\Furn_shrine_seryn_01.NIF"
"furn_shrine_tribunal_01","Static","f\Furn_shrine_tribunal_01.NIF"
"furn_shrine_veloth_01","Static","f\Furn_shrine_veloth_01.NIF"
"furn_shrine_vivec_01","Static","f\Furn_shrine_vivec_01.NIF"
"furn_shrine_vivec_ghost","Static","f\Furn_shrine_vivec_01.NIF"
"furn_shrine_vivec_kummu","Static","f\Furn_shrine_vivec_01.NIF"
"furn_shrinedead_01","Static","f\Furn_imp_altar_01.nif"
"furn_silverdagger","Static","w\W_silver_dagger.nif"
"furn_smokestack00","Static","f\furn_smokestack00.nif"
"furn_spear_static","Static","w\w_spear_iron.nif"
"furn_spinningwheel_01","Static","f\Furn_spinningwheel_01.NIF"
"furn_spinwheel00","Static","f\furn_spinwheel00.nif"
"furn_striderport_netramp_01","Static","f\Furn_netramp_01.NIF"
"furn_t_fireplace_01","Static","f\Furn_T_fireplace_01.nif"
"furn_table_thirsk_over","Static","f\Furn_De_Ex_Table_03.NIF"
"furn_table_thirsk_up","Static","f\Furn_De_Ex_Table_03.NIF"
"Furn_throne_01","Static","f\Furn_throne_01.nif"
"Furn_throne_canopy_01","Static","f\Furn_throne_canopy_01.nif"
"Furn_tikitorch_out","Static","x\Furn_tikitorch_out.nif"
"furn_torch_small","Static","l\Light_torch_small_01.NIF"
"Furn_Uni_Spearholder_01","Static","f\Furn_Uni_Spearholder_01.NIF"
"Furn_Uni_Weaponrack_01","Static","f\Furn_Uni_Weaponrack_01.nif"
"furn_velothi_altar_01","Static","f\Furn_velothi_altar_01.nif"
"furn_velothi_prayer_stool_01","Static","f\Furn_kneeling_stool_01.NIF"
"furn_velothi_tmpl_triolith_01","Static","f\Furn_triolith_01.NIF"
"furn_web00","Static","f\furn_web00.nif"
"furn_web10","Static","f\furn_web10.nif"
"furn_well00","Static","f\furn_well00.nif"
"furn_woodbar_01","Static","f\Furn_woodbar_01.NIF"
"furn_woodpole_01","Static","f\Furn_woodpole_01.NIF"
"in_6th_chalk00","Static","i\in_6th_chalk00.NIF"
"in_6th_chalk10","Static","i\in_6th_chalk10.NIF"
"in_6th_chalk20","Static","i\in_6th_chalk20.NIF"
"in_6th_chalk30","Static","i\in_6th_chalk30.NIF"
"in_akulacave00","Static","i\in_akulacave00.NIF"
"in_ar_01","Static","i\in_ar_01.nif"
"in_ar_02","Static","i\in_ar_02.nif"
"in_ar_03","Static","i\in_ar_03.nif"
"in_ar_04","Static","i\in_ar_04.nif"
"in_ar_05","Static","i\in_ar_05.nif"
"in_ar_06","Static","i\in_ar_06.nif"
"in_ar_07","Static","i\in_ar_07.nif"
"in_ar_08","Static","i\in_ar_08.nif"
"in_ar_09","Static","i\in_ar_09.nif"
"in_ar_10","Static","i\in_ar_10.nif"
"in_ar_shellbottom_01","Static","i\In_AR_shellbottom_01.NIF"
"in_ar_shelltop_01","Static","i\In_AR_shelltop_01.NIF"
"in_ashl_tent_01","Static","i\In_Ashl_Tent_01.NIF"
"in_ashl_tent_02","Static","i\In_Ashl_Tent_02.NIF"
"in_ashl_tent_03","Static","i\In_Ashl_Tent_03.NIF"
"in_ashl_tent_04","Static","i\In_Ashl_Tent_04.NIF"
"in_ashl_tent_05","Static","i\In_Ashl_Tent_05.NIF"
"in_ashl_tent_banner_01","Static","i\In_Ashl_Tent_Banner_01.NIF"
"in_ashl_tent_banner_02","Static","i\In_Ashl_Tent_Banner_02.NIF"
"in_ashl_tent_banner_03","Static","i\In_Ashl_Tent_Banner_03.NIF"
"in_ashl_tent_banner_04","Static","i\In_Ashl_Tent_Banner_04.NIF"
"in_ashl_tent_banner_05","Static","i\In_Ashl_Tent_Banner_05.NIF"
"in_ashl_tent_banner_06","Static","i\In_Ashl_Tent_Banner_06.NIF"
"in_ashl_tent_banner_07","Static","i\In_Ashl_Tent_Banner_07.NIF"
"in_ashl_tent_banner_08","Static","i\In_Ashl_Tent_Banner_08.NIF"
"in_ashl_tent_banner_09","Static","i\In_Ashl_Tent_Banner_09.NIF"
"in_ashl_tent_banner_10","Static","i\In_Ashl_Tent_Banner_10.NIF"
"in_ashl_tent_banner_11","Static","i\In_Ashl_Tent_Banner_11.NIF"
"in_ashl_tent_banner_12","Static","i\In_Ashl_Tent_Banner_12.NIF"
"in_ashl_tent_banner_13","Static","i\In_Ashl_Tent_Banner_13.NIF"
"in_ashl_tent_banner_14","Static","i\In_Ashl_Tent_Banner_14.NIF"
"in_ashl_tent_banner_15","Static","i\In_Ashl_Tent_Banner_15.NIF"
"in_ashl_tent_banner_16","Static","i\In_Ashl_Tent_Banner_16.NIF"
"in_BM_cave2_00","Static","i\in_BM_cave2_00.NIF"
"in_BM_cave2_01","Static","i\in_BM_cave2_01.NIF"
"in_BM_cave2_02","Static","i\in_BM_cave2_02.NIF"
"in_BM_cave2_03","Static","i\in_BM_cave2_03.NIF"
"in_BM_cave2_04","Static","i\in_BM_cave2_04.NIF"
"in_BM_cave2_06","Static","i\in_BM_cave2_06.NIF"
"in_BM_cave2_07","Static","i\in_BM_cave2_07.NIF"
"in_BM_cave2_08","Static","i\in_BM_cave2_08.NIF"
"in_BM_cave2_09","Static","i\in_BM_cave2_09.NIF"
"in_BM_cave2_end","Static","i\in_BM_cave2_end.NIF"
"in_BM_cave2_s_00","Static","i\in_BM_cave2_s_00.NIF"
"in_BM_cave2_s_01","Static","i\in_BM_cave2_s_01.NIF"
"in_BM_cave2_s_02","Static","i\in_BM_cave2_s_02.NIF"
"in_BM_cave2_s_03","Static","i\in_BM_cave2_s_03.NIF"
"in_BM_cave2_s_05","Static","i\in_BM_cave2_s_05.NIF"
"in_BM_cave2_s_06","Static","i\in_BM_cave2_s_06.NIF"
"in_BM_cave2_s_end","Static","i\in_BM_cave2_s_end.NIF"
"in_BM_cave4_00","Static","i\in_BM_cave4_00.NIF"
"in_BM_cave4_s_00","Static","i\in_BM_cave4_s_00.NIF"
"in_BM_cave_00","Static","i\in_BM_cave_00.NIF"
"in_BM_cave_01","Static","i\in_BM_cave_01.NIF"
"in_BM_cave_02","Static","i\in_BM_cave_02.NIF"
"in_BM_cave_03","Static","i\in_BM_cave_03.NIF"
"in_BM_cave_04","Static","i\in_BM_cave_04.NIF"
"in_BM_cave_05","Static","i\in_BM_cave_05.NIF"
"in_BM_cave_06","Static","i\in_BM_cave_06.NIF"
"in_BM_cave_07","Static","i\in_BM_cave_07.NIF"
"in_BM_cave_08","Static","i\in_BM_cave_08.NIF"
"in_BM_cave_11","Static","i\in_BM_cave_11.NIF"
"in_BM_cave_12","Static","i\in_BM_cave_12.NIF"
"in_BM_cave_13","Static","i\in_BM_cave_13.NIF"
"in_BM_cave_14","Static","i\in_BM_cave_14.NIF"
"in_BM_cave_15","Static","i\in_BM_cave_15.NIF"
"in_BM_cave_16","Static","i\in_BM_cave_16.NIF"
"in_BM_cave_17","Static","i\in_BM_cave_17.NIF"
"in_BM_cave_18","Static","i\in_BM_cave_18.NIF"
"in_BM_cave_19","Static","i\in_BM_cave_19.NIF"
"in_BM_cave_21","Static","i\in_BM_cave_21.NIF"
"in_BM_cave_25","Static","i\in_BM_cave_25.NIF"
"in_BM_cave_26","Static","i\in_BM_cave_26.NIF"
"in_BM_cave_27","Static","i\in_BM_cave_27.NIF"
"in_BM_cave_28_1","Static","i\in_BM_cave_28_1.NIF"
"in_BM_cave_lroom2_00","Static","i\in_BM_cave_lroom2_00.NIF"
"in_BM_cave_lroom3_00","Static","i\in_BM_cave_lroom3_00.NIF"
"in_BM_cave_lroom3_01","Static","i\in_BM_cave_lroom3_01.NIF"
"in_BM_cave_lroom3_02","Static","i\in_BM_cave_lroom3_02.NIF"
"in_BM_cave_lroom4_01","Static","i\in_BM_cave_lroom4_01.NIF"
"in_BM_cave_lroom4_02","Static","i\in_BM_cave_lroom4_02.NIF"
"in_BM_cave_lroom4_03","Static","i\in_BM_cave_lroom4_03.NIF"
"in_BM_cave_lroom4_04","Static","i\in_BM_cave_lroom4_04.NIF"
"in_BM_cave_lroom4_05","Static","i\in_BM_cave_lroom4_05.NIF"
"in_BM_cave_trans_00","Static","i\in_BM_cave_trans_00.NIF"
"In_BM_cave_trans_01","Static","i\In_BM_cave_trans_01.NIF"
"In_BM_cave_trans_02","Static","i\In_BM_cave_trans_02.NIF"
"In_BM_cave_trans_03","Static","i\In_BM_cave_trans_03.NIF"
"In_BM_DAEplatform","Static","i\In_BM_DAEplatform.NIF"
"in_BM_Hbane_ent_01","Static","i\in_BM_Hbane_ent_01.NIF"
"In_BM_organ_stand_01","Static","i\In_BM_organ_stand_01.NIF"
"In_BM_organ_stand_02","Static","i\In_BM_organ_stand_02.NIF"
"In_BM_T_int_center_01","Static","i\In_BM_T_int_center_01.NIF"
"In_BM_T_int_column_01","Static","i\In_BM_T_int_column_01.NIF"
"In_BM_T_int_corner_01","Static","i\In_BM_T_int_corner_01.NIF"
"In_BM_T_int_entrance_01","Static","i\In_BM_T_int_entrance_01.NIF"
"In_BM_T_int_wall_01","Static","i\In_BM_T_int_wall_01.NIF"
"In_BM_T_int_wall_02","Static","i\In_BM_T_int_wall_02.NIF"
"In_BM_tomb_3way_01","Static","i\In_BM_tomb_3way_01.NIF"
"In_BM_tomb_4way_01","Static","i\In_BM_tomb_4way_01.NIF"
"In_BM_tomb_cap_01","Static","i\In_BM_tomb_cap_01.NIF"
"In_BM_tomb_corner_01","Static","i\In_BM_tomb_corner_01.NIF"
"In_BM_tomb_entrance_01","Static","i\In_BM_tomb_entrance_01.NIF"
"In_BM_tomb_entrance_02","Static","i\In_BM_tomb_entrance_02.NIF"
"In_BM_tomb_hall_01","Static","i\In_BM_tomb_hall_01.NIF"
"In_BM_tomb_hall_02","Static","i\In_BM_tomb_hall_02.NIF"
"in_bone_rock_01","Static","i\in_bone_rock_01.nif"
"in_bone_rock_02","Static","i\in_bone_rock_02.nif"
"in_bone_rock_03","Static","i\in_bone_rock_03.nif"
"in_bone_rock_04","Static","i\in_bone_rock_04.nif"
"in_bone_rock_05","Static","i\in_bone_rock_05.nif"
"in_bone_rock_06","Static","i\in_bone_rock_06.nif"
"in_bone_rock_07","Static","i\in_bone_rock_07.nif"
"in_bone_rock_08","Static","i\in_bone_rock_08.nif"
"in_bone_rock_09","Static","i\in_bone_rock_09.nif"
"in_bone_rock_10","Static","i\in_bone_rock_10.nif"
"in_bone_rock_11","Static","i\in_bone_rock_11.nif"
"in_bone_rock_12","Static","i\in_bone_rock_12.nif"
"in_bone_rock_13","Static","i\in_bone_rock_13.nif"
"in_bone_rock_14","Static","i\in_bone_rock_14.nif"
"in_bone_rock_15","Static","i\in_bone_rock_15.nif"
"in_bone_rock_16","Static","i\in_bone_rock_16.nif"
"in_bone_rock_17","Static","i\in_bone_rock_17.nif"
"in_bone_rock_18","Static","i\in_bone_rock_18.nif"
"in_bone_rock_19","Static","i\in_bone_rock_19.nif"
"in_bone_rock_20","Static","i\in_bone_rock_20.nif"
"in_bone_rock_21","Static","i\in_bone_rock_21.nif"
"in_bone_rock_22","Static","i\in_bone_rock_22.nif"
"in_bone_rock_23","Static","i\in_bone_rock_23.nif"
"in_bone_rock_24","Static","i\in_bone_rock_24.nif"
"in_bone_rock_25","Static","i\in_bone_rock_25.nif"
"in_bone_rock_26","Static","i\in_bone_rock_26.nif"
"in_bone_rock_27","Static","i\in_bone_rock_27.nif"
"in_bone_rock_28","Static","i\in_bone_rock_28.nif"
"in_boneboulder00","Static","i\in_boneboulder00.nif"
"in_boneboulder01","Static","i\in_boneboulder01.nif"
"in_boneboulder02","Static","i\in_boneboulder02.nif"
"in_boneboulder03","Static","i\in_boneboulder03.nif"
"in_boneboulder04","Static","i\in_boneboulder04.nif"
"in_boneboulder05","Static","i\in_boneboulder05.nif"
"in_bonecave2_00","Static","i\in_bonecave2_00.nif"
"in_bonecave2_01","Static","i\in_bonecave2_01.nif"
"in_bonecave2_02","Static","i\in_bonecave2_02.nif"
"in_bonecave2_03","Static","i\in_bonecave2_03.nif"
"in_bonecave2_04","Static","i\in_bonecave2_04.nif"
"in_bonecave2_05","Static","i\in_bonecave2_05.nif"
"in_bonecave2_06","Static","i\in_bonecave2_06.nif"
"in_bonecave2_07","Static","i\in_bonecave2_07.nif"
"in_bonecave2_08","Static","i\in_bonecave2_08.nif"
"in_bonecave2_09","Static","i\in_bonecave2_09.nif"
"in_bonecave2_10","Static","i\in_bonecave2_10.nif"
"in_bonecave2_11","Static","i\in_bonecave2_11.nif"
"in_bonecave2_12","Static","i\in_bonecave2_12.nif"
"in_bonecave2_end","Static","i\in_bonecave2_end.nif"
"in_bonecave2_s_00","Static","i\in_bonecave2_s_00.nif"
"in_bonecave2_s_01","Static","i\in_bonecave2_s_01.nif"
"in_bonecave2_s_02","Static","i\in_bonecave2_s_02.nif"
"in_bonecave2_s_03","Static","i\in_bonecave2_s_03.nif"
"in_bonecave2_s_04","Static","i\in_bonecave2_s_04.nif"
"in_bonecave2_s_05","Static","i\in_bonecave2_s_05.nif"
"in_bonecave2_s_06","Static","i\in_bonecave2_s_06.nif"
"in_bonecave2_s_07","Static","i\in_bonecave2_s_07.nif"
"in_bonecave2_s_08","Static","i\in_bonecave2_s_08.nif"
"in_bonecave2_s_09","Static","i\in_bonecave2_s_09.nif"
"in_bonecave2_s_end","Static","i\in_bonecave2_s_end.nif"
"in_bonecave4_00","Static","i\in_bonecave4_00.nif"
"in_bonecave4_s_00","Static","i\in_bonecave4_s_00.nif"
"in_bonecave_00","Static","i\in_bonecave_00.nif"
"in_bonecave_01","Static","i\in_bonecave_01.nif"
"in_bonecave_02","Static","i\in_bonecave_02.nif"
"in_bonecave_03","Static","i\in_bonecave_03.nif"
"in_bonecave_04","Static","i\in_bonecave_04.nif"
"in_bonecave_05","Static","i\in_bonecave_05.nif"
"in_bonecave_06","Static","i\in_bonecave_06.nif"
"in_bonecave_07","Static","i\in_bonecave_07.nif"
"in_bonecave_08","Static","i\in_bonecave_08.nif"
"in_bonecave_09","Static","i\in_bonecave_09.nif"
"in_bonecave_10","Static","i\in_bonecave_10.nif"
"in_bonecave_11","Static","i\in_bonecave_11.nif"
"in_bonecave_12","Static","i\in_bonecave_12.nif"
"in_bonecave_13","Static","i\in_bonecave_13.nif"
"in_bonecave_14","Static","i\in_bonecave_14.nif"
"in_bonecave_15","Static","i\in_bonecave_15.nif"
"in_bonecave_16","Static","i\in_bonecave_16.nif"
"in_bonecave_17","Static","i\in_bonecave_17.nif"
"in_bonecave_18","Static","i\in_bonecave_18.nif"
"in_bonecave_19","Static","i\in_bonecave_19.nif"
"in_bonecave_21","Static","i\in_bonecave_21.nif"
"in_bonecave_21_1","Static","i\in_bonecave_21_1.nif"
"in_bonecave_25","Static","i\in_bonecave_25.nif"
"in_bonecave_26","Static","i\in_bonecave_26.nif"
"in_bonecave_27","Static","i\in_bonecave_27.nif"
"in_bonecave_28_1","Static","i\in_bonecave_28_1.nif"
"in_bonecave_doorway00","Static","i\in_bonecave_doorway00.nif"
"in_bonecave_exit00","Static","i\in_bonecave_exit00.nif"
"in_bonecave_form00","Static","i\in_bonecave_form00.nif"
"in_bonecave_form10","Static","i\in_bonecave_form10.nif"
"in_bonecave_form20","Static","i\in_bonecave_form20.nif"
"in_bonecave_form30","Static","i\in_bonecave_form30.nif"
"in_bonecave_lroom2_00","Static","i\in_bonecave_lroom2_00.nif"
"in_bonecave_lroom3_00","Static","i\in_bonecave_lroom3_00.nif"
"in_bonecave_lroom3_01","Static","i\in_bonecave_lroom3_01.nif"
"in_bonecave_lroom3_02","Static","i\in_bonecave_lroom3_02.nif"
"in_bonecave_lroom4_01","Static","i\in_bonecave_lroom4_01.nif"
"in_bonecave_lroom4_02","Static","i\in_bonecave_lroom4_02.nif"
"in_bonecave_lroom4_03","Static","i\in_bonecave_lroom4_03.nif"
"in_bonecave_lroom4_04","Static","i\in_bonecave_lroom4_04.nif"
"in_bonecave_lroom4_05","Static","i\in_bonecave_lroom4_05.nif"
"in_bonecave_sroom2_00","Static","i\in_bonecave_sroom2_00.nif"
"in_bonecave_sroom3_00","Static","i\in_bonecave_sroom3_00.nif"
"in_bonecave_sroom3_01","Static","i\in_bonecave_sroom3_01.nif"
"in_bonecave_sroom3_02","Static","i\in_bonecave_sroom3_02.nif"
"in_bonecave_sroom4_01","Static","i\in_bonecave_sroom4_01.nif"
"in_bonecave_sroom4_02","Static","i\in_bonecave_sroom4_02.nif"
"in_bonecave_sroom4_03","Static","i\in_bonecave_sroom4_03.nif"
"in_bonecave_sroom4_04","Static","i\in_bonecave_sroom4_04.nif"
"in_bonecave_sroom4_05","Static","i\in_bonecave_sroom4_05.nif"
"in_bonetrans_00","Static","i\in_bonetrans_00.nif"
"in_c_connect_stair_short","Static","i\In_C_connect_stair_short.NIF"
