"ID","ItemType","Name","Script","Level","Race","Female","Class","Faction","Rank","Autocalc","Respawn","Animation","Disposition","Blood","Hair","Head","Persist","Blocked","Strength","Agility","Speed","Endurance","Personality","Intelligence","Willpower","Luck","Gold","Health","SpellPts","Magic"
"bm_reaver_30","NPC","Reaver","nolore","30","Nord","No","Warrior","","0","No","No","","50","Default (Red)","b_n_nord_m_hair03","B_N_Nord_M_Head_12","No","No","100","85","86","100","47","53","63","40","0","274","348","106"
"bm_reaver_50","NPC","Reaver","nolore","50","Nord","No","Warrior","","0","No","No","","50","Default (Red)","b_n_nord_m_hair03","B_N_Nord_M_Head_12","No","No","100","100","100","100","59","69","79","40","0","394","379","138"
"bm_reaver_archer_10","NPC","Reaver","nolore","10","Nord","No","Archer","","0","No","No","","50","Default (Red)","b_n_nord_m_hair03","B_N_Nord_M_Head_12","No","No","76","72","57","61","35","37","50","40","0","113","259","74"
"bm_reaver_archer_30","NPC","Reaver","nolore","30","Nord","No","Archer","","0","No","No","","50","Default (Red)","b_n_nord_m_hair03","B_N_Nord_M_Head_12","No","No","100","100","95","85","47","53","72","40","0","237","357","106"
"bm_reaver_archer_50","NPC","Reaver","nolore","50","Nord","No","Archer","","0","No","No","","50","Default (Red)","b_n_nord_m_hair03","B_N_Nord_M_Head_12","No","No","100","100","100","100","59","69","94","40","0","345","394","138"
"bm_reinhardt","NPC","Reinhardt Red-Spear","nolore","10","Nord","No","Hunter","","0","No","No","","50","Default (Red)","b_n_nord_m_hair04","B_N_Nord_M_Head_11","No","No","64","72","72","58","35","37","50","40","0","97","244","74"
"bm_roguenecro1","NPC","Rogue Necromancer","nolore","40","Dark Elf","No","Necromancer","","0","Yes","No","","0","Default (Red)","b_n_dark elf_m_hair_04","b_n_dark elf_m_head_15","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"bm_roguenecro2","NPC","Necromancer's Apprentice","nolore","10","Dark Elf","No","Necromancer","","0","Yes","No","","0","Default (Red)","b_n_dark elf_m_hair_03","b_n_dark elf_m_head_13","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"bm_roguenecro3","NPC","Necromancer's Apprentice","nolore","10","Dark Elf","Yes","Necromancer","","0","Yes","No","","0","Default (Red)","b_n_dark elf_f_hair_13","b_n_dark elf_f_head_07","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"bm_smugglers_darkelf","NPC","Smuggler","nolore","20","Dark Elf","No","Warrior","","0","Yes","Yes","","50","Default (Red)","b_n_dark elf_m_hair_05","b_n_dark elf_m_head_09","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"bm_smugglers_darkelf_f","NPC","Smuggler","nolore","10","Dark Elf","Yes","Warrior","","0","Yes","Yes","","50","Default (Red)","b_n_dark elf_f_hair_01","b_n_dark elf_f_head_07","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"bm_smugglers_imperial","NPC","Smuggler","nolore","20","Imperial","No","Warrior","","0","Yes","Yes","","50","Default (Red)","b_n_imperial_m_hair_01","B_N_Imperial_M_Head_06","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"bm_smugglers_imperial_f","NPC","Smuggler","nolore","20","Imperial","Yes","Warrior","","0","Yes","Yes","","50","Default (Red)","b_n_imperial_f_hair_02","b_n_imperial_f_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"bm_smugglers_redguard","NPC","Smuggler","nolore","10","Redguard","No","Warrior","","0","Yes","Yes","","50","Default (Red)","B_N_Redguard_M_Hair_06","b_n_redguard_m_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"bm_smugglers_redguard_f","NPC","Smuggler","nolore","20","Redguard","Yes","Warrior","","0","Yes","Yes","","50","Default (Red)","b_n_redguard_f_hair_02","b_n_redguard_f_head_05","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"bm_smugglers_woodelf","NPC","Smuggler","nolore","10","Wood Elf","No","Warrior","","0","No","Yes","","50","Default (Red)","b_n_wood elf_m_hair_03","b_n_wood elf_m_head_01","No","No","64","67","64","62","45","47","37","40","0","117","230","94"
"BM_snowarmortest","NPC","Snow Bear armor test guy","","1","Nord","No","Acrobat","","0","No","No","","50","Default (Red)","b_n_nord_m_hair02","b_n_nord_m_head_05","No","No","50","40","40","60","30","30","40","40","0","55","190","60"
"BM_snowarmortest_2","NPC","Snow Wolf armor test guy","","1","Nord","No","Acrobat","","0","No","No","","50","Default (Red)","b_n_nord_m_hair02","b_n_nord_m_head_05","No","No","50","40","40","60","30","30","40","40","0","55","190","60"
"BM_werewolf_maze1","NPC","Hound of Hircine","weremazeScript","70","Argonian","No","Acrobat","","0","No","No","base_animKnA.nif","50","Default (Red)","b_n_argonian_m_hair03","b_n_argonian_m_head_02","No","No","100","100","100","100","0","95","100","100","0","700","900","190"
"BM_werewolf_skaal1A3","NPC","Werewolf","skaalwere1Script","50","Argonian","No","Acrobat","","0","No","No","base_animKnA.nif","50","Default (Red)","WerewolfHair","b_n_argonian_m_head_03","No","No","100","100","100","84","74","79","84","40","0","337","368","158"
"BM_werewolf_skaal1B3","NPC","Werewolf","skaalwere2Script","50","Argonian","No","Acrobat","","0","No","No","base_animKnA.nif","50","Default (Red)","b_n_argonian_m_hair05","b_n_argonian_m_head_02","No","No","100","100","100","84","74","79","84","40","0","337","368","158"
"BM_werewolf_skaal1C3","NPC","Werewolf","skaalwere3Script","50","Argonian","No","Acrobat","","0","No","No","base_animKnA.nif","50","Default (Red)","b_n_argonian_m_hair04","b_n_argonian_m_head_03","No","No","100","100","100","84","74","79","84","40","0","337","368","158"
"BM_werewolf_skaal1D3","NPC","Werewolf","skaalwere4Script","50","Argonian","No","Acrobat","","0","No","No","base_animKnA.nif","50","Default (Red)","b_n_argonian_m_hair01","b_n_argonian_m_head_02","No","No","100","100","100","84","74","79","84","40","0","337","368","158"
"BM_werewolf_skaal1E3","NPC","Werewolf","skaalwere1Script","50","Argonian","No","Acrobat","","0","No","No","base_animKnA.nif","50","Default (Red)","b_n_argonian_m_hair03","b_n_argonian_m_head_02","No","No","100","100","100","84","74","79","84","40","0","337","368","158"
"BM_werewolf_skaal1F3","NPC","Werewolf","skaalwere5Script","50","Argonian","No","Acrobat","","0","No","No","base_animKnA.nif","50","Default (Red)","b_n_argonian_m_hair03","b_n_argonian_m_head_02","No","No","100","100","100","84","74","79","84","40","0","337","368","158"
"BM_werewolf_skaal1G3","NPC","Werewolf","skaalwere6Script","50","Argonian","No","Acrobat","","0","No","No","base_animKnA.nif","50","Default (Red)","b_n_argonian_m_hair03","b_n_argonian_m_head_02","No","No","100","100","100","84","74","79","84","40","0","337","368","158"
"BM_werewolf_skaal2a","NPC","Werewolf","wereskaalScript","50","Argonian","No","Acrobat","","0","No","No","base_animKnA.nif","50","Default (Red)","b_n_argonian_m_hair03","b_n_argonian_m_head_02","No","No","100","100","100","84","74","79","84","40","0","337","368","158"
"bm_werewolf_wild01","NPC","Wandering Lunatic","Werewolfwilderness","65","Nord","No","Barbarian","","0","No","No","","50","Default (Red)","b_n_nord_m_hair02","b_n_nord_m_head_02","No","No","100","100","100","100","68","81","91","40","0","420","391","162"
"bm_werewolf_wild02","NPC","Wandering Lunatic","Werewolfwilderness","65","Orc","No","Barbarian","","0","No","No","","50","Default (Red)","b_n_orc_m_hair_03","B_N_Orc_M_Head_04","No","No","100","100","100","100","68","81","100","40","0","420","400","162"
"bm_werewolf_wild03","NPC","Insane Wanderer","Werewolfwilderness","99","Dark Elf","Yes","Barbarian","","0","No","No","","50","Default (Red)","b_n_dark elf_f_hair_07","b_n_dark elf_f_head_09","No","No","100","100","100","100","89","100","100","40","0","590","400","200"
"bm_werewolf_wild04","NPC","Insane Wanderer","Werewolfwilderness","65","Nord","Yes","Barbarian","","0","No","No","","50","Default (Red)","b_n_nord_f_hair_04","b_n_nord_f_head_04","No","No","100","100","100","100","68","81","91","75","0","500","500","50"
"bm_werewolf_wild05","NPC","Gibbering Lunatic","Werewolfwilderness","87","Breton","No","Barbarian","","0","No","No","","50","Default (Red)","b_n_breton_m_hair_01","b_n_breton_m_head_06","No","No","100","100","100","100","92","100","100","40","0","530","400","200"
"bm_werewolf_wild06","NPC","Gibbering Lunatic","Werewolfwilderness","88","Breton","No","Barbarian","","0","No","No","","50","Default (Red)","b_n_breton_m_hair_01","b_n_breton_m_head_06","No","No","100","100","100","100","92","100","100","40","0","535","400","200"
"bm_werewolf_wild07","NPC","Wandering Idiot","Werewolfwilderness","75","Imperial","No","Barbarian","","0","No","No","","50","Default (Red)","B_N_Imperial_M_Hair_06","b_n_imperial_m_head_01","No","No","100","100","100","100","92","100","100","40","0","535","400","200"
"bm_werewolf_wild08","NPC","Confused Lunatic","Werewolfwilderness","55","Imperial","No","Battlemage","","0","No","No","","50","Default (Red)","B_N_Imperial_M_Hair_06","b_n_imperial_m_head_01","No","No","100","100","100","100","92","100","100","40","0","500","400","200"
"bm_werewolf_wild09","NPC","Wandering Lunatic","Werewolfwilderness","55","Nord","No","Barbarian","","0","No","No","","50","Default (Red)","b_n_nord_m_hair02","B_N_Nord_M_Head_13","No","No","100","100","100","100","92","100","100","40","0","500","400","200"
"bm_werewolf_wildernessC","NPC","Confused Lunatic","werewolf_connor","65","Nord","No","Barbarian","","0","No","No","","50","Default (Red)","b_n_nord_m_hair02","b_n_nord_m_head_02","No","No","100","100","100","100","68","81","91","75","0","500","500","50"
"BM_werewolf_wildhunt","NPC","Werewolf","wildwereScript","50","Argonian","No","Acrobat","","0","Yes","No","base_animKnA.nif","50","Default (Red)","b_n_argonian_m_hair03","b_n_argonian_m_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"BM_werewolf_wildhunt2","NPC","Werewolf","wildwereScript","50","Argonian","No","Acrobat","","0","Yes","No","base_animKnA.nif","50","Default (Red)","b_n_argonian_m_hair03","b_n_argonian_m_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"BM_werewolf_wildhunt3","NPC","Werewolf","wildwereScript","50","Argonian","No","Acrobat","","0","Yes","No","base_animKnA.nif","50","Default (Red)","b_n_argonian_m_hair03","b_n_argonian_m_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"BM_werewolf_wildhunt4","NPC","Werewolf","wildwereScript","50","Argonian","No","Acrobat","","0","Yes","No","base_animKnA.nif","50","Default (Red)","b_n_argonian_m_hair03","b_n_argonian_m_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"bm_wind_witch_nord","NPC","Wind Witch","nolore","50","Nord","Yes","Witch","","0","No","Yes","","50","Default (Red)","B_N_Nord_F_hair_06","B_N_Nord_F_Head_08","No","No","88","71","100","57","79","76","100","50","0","300","500","2000"
"bodean","NPC","Bodean","","16","Redguard","No","Healer","","0","Yes","No","","50","Default (Red)","b_n_redguard_m_hair_01","b_n_redguard_m_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"boderi farano","NPC","Boderi Farano","Pub_Aldruhn_Skar","7","Dark Elf","Yes","Publican","","0","No","No","","50","Default (Red)","b_n_dark elf_f_hair_01","b_n_dark elf_f_head_01","No","Yes","48","56","57","37","63","60","35","40","150","66","176","120"
"Bodsa Nothryon","NPC","Bodsa Nothryon","","1","Dark Elf","Yes","Enforcer","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_19","b_n_dark elf_f_head_08","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"bogakh gro-mar","NPC","Bogakh gro-Mar","","16","Orc","No","Agent","","0","No","No","","50","Default (Red)","b_n_orc_m_hair_05","b_n_orc_m_head_01","No","Yes","72","86","58","59","70","46","62","40","0","125","279","92"
"bogdub gra-gurakh","NPC","Bogdub gra-Gurakh","","4","Orc","Yes","Guard","Imperial Legion","1","Yes","No","","50","Default (Red)","b_n_orc_f_hair05","b_n_orc_f_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Bolayn Rethan","NPC","Bolayn Rethan","","16","Dark Elf","No","Battlemage","Hlaalu","6","Yes","No","","30","Default (Red)","b_n_dark elf_m_hair_19","b_n_dark elf_m_head_05","No","Yes","0","0","0","0","0","0","0","0","0","0","0","0"
"boldrisa andrano","NPC","Boldrisa Andrano","","7","Dark Elf","Yes","Agent","Redoran","2","No","No","","50","Default (Red)","b_n_dark elf_f_hair_05","b_n_dark elf_f_head_08","No","Yes","51","66","61","34","62","47","35","40","0","66","186","94"
"boler bandas","NPC","Boler Bandas","","3","Dark Elf","No","Enforcer","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_05","b_n_dark elf_m_head_06","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"bolnor andrani","NPC","Bolnor Andrani","","10","Dark Elf","No","Assassin Service","Hlaalu","3","No","No","","50","Default (Red)","b_n_dark elf_m_hair_10","b_n_dark elf_m_head_05","No","Yes","59","72","77","45","35","63","37","40","200","88","213","126"
"Bolrin","NPC","Bolrin","nolore","13","Wood Elf","No","Merchant","","0","Yes","No","","50","Default (Red)","b_n_wood elf_m_hair_03","b_n_wood elf_m_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"bols indalen","NPC","Bols Indalen","BolsIndalen","15","Dark Elf","No","Smith","","0","No","No","","50","Default (Red)","b_n_dark elf_m_hair_02","b_n_dark elf_m_head_08","No","No","95","67","84","67","38","51","41","40","8000","165","270","102"
"Bolvus Ieneth","NPC","Bolvus Ieneth","","11","Dark Elf","No","Archer","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_23","b_n_dark elf_m_head_09","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"bolvyn venim","NPC","Bolvyn Venim","bolvynScript","20","Dark Elf","No","Crusader","Redoran","9","No","No","","20","Default (Red)","b_n_dark elf_m_hair_05","b_n_dark elf_m_head_02","No","Yes","100","80","71","72","41","61","66","40","0","181","318","122"
"bolyn elval","NPC","Bolyn Elval","","11","Dark Elf","No","Archer","Redoran","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_21","b_n_dark elf_m_head_08","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"bormir","NPC","Bormir","","11","Nord","No","Archer","","0","Yes","No","","50","Default (Red)","b_n_nord_m_hair02","b_n_nord_m_head_05","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"borug gro-lazgarn","NPC","Borug gro-Lazgarn","","9","Orc","No","Barbarian","","0","Yes","No","","50","Default (Red)","b_n_orc_m_hair_03","b_n_orc_m_head_03","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"borwen","NPC","Borwen","","9","Wood Elf","Yes","Scout","Ashlanders","1","No","No","","50","Default (Red)","b_n_wood elf_f_hair_05","b_n_wood elf_f_head_04","No","Yes","44","74","75","51","45","49","39","40","0","95","208","98"
"boryn varen","NPC","Boryn Varen","","14","Dark Elf","No","Witchhunter","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_25","b_n_dark elf_m_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"Boss Crito","NPC","Boss Crito","","5","Imperial","No","Battlemage","","0","No","No","","50","Default (Red)","b_n_imperial_m_hair_00","b_n_imperial_m_head_04","No","No","58","34","43","46","52","59","41","40","0","70","179","118"
"both gro-durug","NPC","Both gro-Durug","","7","Orc","No","Pawnbroker","Thieves Guild","2","No","No","","50","Default (Red)","b_n_orc_m_hair_01","b_n_orc_m_head_03","No","Yes","55","46","43","54","43","50","55","50","300","78","210","100"
"botrir","NPC","Botrir","botrirScript","10","Nord","No","Barbarian","","0","No","No","","50","Default (Red)","b_n_nord_m_hair04","b_n_nord_m_head_03","No","No","92","62","56","44","56","38","51","40","0","112","249","76"
"bovkinna","NPC","Bovkinna","fightBovkinna","18","Breton","Yes","Witch","","0","No","No","","50","Default (Red)","b_n_breton_f_hair_05","b_n_breton_f_head_05","No","No","63","55","83","51","61","69","94","50","0","165","263","80"
"bradil elarven","NPC","Bradil Elarven","","2","Dark Elf","No","Commoner","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_26","b_n_dark elf_m_head_12","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"bralas mels","NPC","Bralas Mels","","1","Dark Elf","No","Bard","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_17","b_n_dark elf_m_head_02","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"bralis seralas","NPC","Bralis Seralas","","13","Dark Elf","No","Mage","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_12","b_n_dark elf_m_head_11","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"brallion","NPC","Brallion","brallionScript","13","Wood Elf","No","Smuggler","","0","No","No","","50","Default (Red)","b_n_wood elf_m_hair_02","B_N_Wood Elf_M_Head_07","No","Yes","59","69","86","41","76","50","40","40","0","110","209","100"
"bralsea seloth","NPC","Bralsea Seloth","","12","Dark Elf","Yes","Assassin","","0","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_23","b_n_dark elf_f_head_10","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"bralyn androthi","NPC","Bralyn Androthi","","5","Dark Elf","No","Miner","","0","Yes","No","","50","Default (Red)","b_n_dark elf_m_hair_14","b_n_dark elf_m_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"brandr","NPC","Brandr","BrandrScript","25","Nord","No","Warrior","","0","No","No","","50","Default (Red)","b_n_nord_m_hair03","B_N_Nord_M_Head_08","Yes","No","100","76","78","100","44","49","59","40","0","244","335","98"
"brara morvayn","NPC","Mistress Brara Morvayn","RedoranCouncilor","19","Dark Elf","Yes","Noble","Redoran","8","Yes","No","","50","Default (Red)","b_n_dark elf_f_hair_18","b_n_dark elf_f_head_08","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"brarayni sarys","NPC","Brarayni Sarys","","12","Dark Elf","No","Alchemist Service","Telvanni","5","No","No","","50","Default (Red)","b_n_dark elf_m_hair_25","b_n_dark elf_m_head_07","No","Yes","54","52","65","47","40","85","56","50","450","83","209","170"
"brasteir","NPC","Brasteir","","17","Nord","Yes","Barbarian","","0","Yes","No","","50","Default (Red)","b_n_nord_f_hair_04","b_n_nord_f_head_01","No","No","0","0","0","0","0","0","0","0","0","0","0","0"
"bratheru oran","NPC","Bratheru Oran","","7","Dark Elf","No","Nightblade Service","Hlaalu","1","No","No","","50","Default (Red)","b_n_dark elf_m_hair_13","b_n_dark elf_m_head_10","No","Yes","46","53","71","44","38","47","56","40","0","63","199","94"
